timestamp, pose_x, pose_y, velocity_x, velocity_y, angle
24.8,-4,-6,-0,0
24.6,-4,-6,-0,0
24.4,-4,-6,-0,0
24.2,-4,-6,-0,0
24,-4,-6,-0,0
23.8,-4,-6,-0,0
23.6,-4,-6,-0,0
23.4,-4,-6,-0,0
23.2,-4,-6,-0,0
23,-4,-6,-0,0
22.8,-4,-6,-0,0
22.6,-4,-6,-0,0
22.4,-4,-6,-0,0
22.2,-4,-6,-0,0
22,-4,-6,-0,0
21.8,-4,-6,-0,0
21.6,-4,-6,-0,0
21.4,-4,-6,-0,0
21.2,-4,-6,-0,0
21,-4,-6,-0,0
20.8,-4,-6,-0,0
20.6,-4,-6,-0,0
20.4,-4,-6,-0,0
20.2,-4,-6,-0,0
20,-4,-6,-0,0
19.8,-4,-6,-0,0
19.6,-4,-6,-0,0
19.4,-4,-6,-0,0
19.2,-4,-6,-0,0
19,-4,-6,-0,0
18.8,-4,-6,-0,0
18.6,-4,-6,-0,0
18.4,-4,-6,-0,0
18.2,-4,-6,-0,0
18,-4,-6,-0,0
17.8,-4,-6,-0,0
17.6,-4,-6,-0,0
17.4,-4,-6,-0,0
17.2,-4,-6,-0,0
17,-4,-6,-0,0
16.8,-4,-6,-0,0
16.6,-4,-6,-0,0
16.4,-4,-6,-0,0
16.2,-4,-6,-0,0
16,-4,-6,-0,0
15.8,-4,-6,-0,0
15.6,-4,-6,-0,0
15.4,-4,-6,-0,0
15.2,-4,-6,-0,0
15,-4,-6,-0,0
14.8,-4,-6,-0,0
14.6,-4,-6,-0,0
14.4,-4,-6,-0,0
14.2,-4,-6,-0,0
14,-4,-6,-0,0
13.8,-4,-6,-0,0
13.6,-4,-6,-0,0
13.4,-4,-6,-0,0
13.2,-4,-6,-0,0
13,-4,-6,-0,0
12.8,-4,-6,-0,0
12.6,-4,-6,-0,0
12.4,-4,-6,-0,0
12.2,-4,-6,-0,0
12,-4,-6,-0,0
11.8,-4,-6,-0,0
11.6,-4,-6,-0,0
11.4,-4,-6,-0,0
11.2,-4,-6,-0,0
11,-4,-6,-0,0
10.8,-4,-6,-0,0
10.6,-4,-6,-0,0
10.4,-4,-6,-0,0
10.2,-4,-6,-0,0
10,-4,-6,-0,0
9.8,-4,-6,-0,0
9.6,-4,-6,-0,0
9.4,-4,-6,-0,0
9.2,-4,-6,-0,0
9,-4,-6,-0,0
8.8,-4,-6,-0,0
8.6,-4,-6,-0,0
