timestamp, pose_x, pose_y, velocity_x, velocity_y
1.86667,-0.306538,4.11508,5.53343,0.123151
1.9,-0.11487,4.1211,5.55622,0.129225
1.93333,0.0795513,4.12354,5.58532,0.123318
1.96667,0.276962,4.12298,5.6208,0.108552
2,0.476611,4.11662,5.6596,0.077058
2.03333,0.676139,4.10615,5.69394,0.03589
2.06667,0.877261,4.09039,5.72971,-0.0176547
2.1,1.07743,4.07061,5.75867,-0.0782715
2.13333,1.27824,4.05704,5.78665,-0.112882
2.16667,1.47945,4.04458,5.81292,-0.140348
2.2,1.67994,4.02976,5.83415,-0.172386
2.23333,1.87836,4.01154,5.84662,-0.211782
2.26667,2.07128,3.99215,5.84044,-0.250716
2.3,2.26718,3.97857,5.84426,-0.267209
2.33333,2.46091,3.9616,5.84085,-0.292669
2.36667,2.64578,3.93329,5.80984,-0.351256
2.4,2.82734,3.90505,5.77163,-0.403459
2.43333,3.0188,3.88152,5.7687,-0.435306
2.46667,3.20748,3.85644,5.75731,-0.468673
2.5,3.38579,3.82221,5.71434,-0.527443
2.53333,3.56356,3.78559,5.67421,-0.587568
2.56667,3.74176,3.7461,5.63966,-0.650403
2.6,3.92594,3.71135,5.62762,-0.691678
2.63333,4.10417,3.66744,5.59809,-0.757532
2.66667,4.27732,3.61774,5.5556,-0.834751
2.7,4.46245,3.57176,5.55541,-0.892077
2.73333,4.64403,3.52408,5.54404,-0.948758
2.76667,4.82859,3.47069,5.5433,-1.01746
2.8,4.99916,3.41197,5.49842,-1.0958
2.83333,5.17926,3.35194,5.48837,-1.17004
2.86667,5.3486,3.28754,5.44541,-1.25022
2.9,5.52848,3.2232,5.44026,-1.3218
2.93333,5.6964,3.15451,5.39786,-1.3996
2.96667,5.87417,3.08124,5.39106,-1.48365
3,6.04136,3.00449,5.35154,-1.56983
3.03333,6.21491,2.92418,5.33628,-1.65821
3.06667,6.3775,2.84256,5.28802,-1.74139
3.1,6.55047,2.75559,5.27758,-1.83272
3.13333,6.71101,2.6677,5.22902,-1.91736
3.16667,6.87984,2.57391,5.21175,-2.01171
3.2,7.03661,2.47736,5.1582,-2.10487
3.23333,7.20238,2.37484,5.13872,-2.20703
3.26667,7.35476,2.27279,5.07901,-2.29699
3.3,7.51519,2.16458,5.051,-2.39691
3.33333,7.66679,2.05204,4.99804,-2.49999
3.36667,7.82608,1.93572,4.97497,-2.60418
3.4,8.03295,1.82609,5.10456,-2.67623
3.43333,8.22296,1.71471,5.16725,-2.74627
3.46667,8.41623,1.60198,5.23367,-2.81317
3.5,8.59523,1.48706,5.24801,-2.87995
3.53333,8.77973,1.37591,5.27823,-2.9278
3.56667,8.95552,1.26689,5.27776,-2.96389
3.6,9.1359,1.15807,5.29181,-2.99551
3.63333,9.31349,1.05009,5.29562,-3.0212
3.66667,9.49168,0.944378,5.30088,-3.03701
3.7,9.66741,0.841839,5.29782,-3.04113
3.73333,9.84341,0.741543,5.29595,-3.03774
3.76667,10.0225,0.649228,5.30399,-3.0095
3.8,10.2022,0.560241,5.31316,-2.97372
3.83333,10.3826,0.475752,5.32354,-2.9275
3.86667,10.5647,0.394859,5.3384,-2.8748
3.9,10.7445,0.317206,5.34417,-2.81741
3.93333,10.9262,0.243552,5.35531,-2.75343
3.96667,11.1115,0.177227,5.3768,-2.67305
4,11.2945,0.117008,5.38865,-2.58183
4.03333,11.4801,0.0631207,5.40744,-2.48023
4.06667,11.6664,0.0124904,5.42673,-2.37904
4.1,11.8528,-0.035623,5.44411,-2.28055
4.13333,12.0567,-0.0639413,5.51492,-2.12992
4.16667,12.2595,-0.0889123,5.57489,-1.98458
4.2,12.4566,-0.11509,5.61027,-1.85834
4.23333,12.6587,-0.13085,5.65796,-1.71249
4.26667,12.7203,-0.132864,5.25691,-1.53859
4.3,12.7864,-0.132697,4.91247,-1.3761
4.33333,12.8615,-0.131321,4.63237,-1.22691
4.36667,12.9083,-0.131353,4.2925,-1.09786
4.4,12.9682,-0.129284,4.03007,-0.975762
4.43333,13.044,-0.125227,3.84501,-0.860239
4.46667,13.1297,-0.119158,3.71098,-0.750522
4.5,13.1853,-0.112804,3.49597,-0.651454
4.53333,13.3834,-0.103822,3.75356,-0.554516
4.56667,13.5819,-0.0941916,3.98518,-0.465734
4.6,13.7815,-0.0842101,4.19598,-0.385188
4.63333,13.9375,-0.0739743,4.24689,-0.312319
4.66667,14.0947,-0.0632512,4.29642,-0.245581
4.7,14.2554,-0.0556375,4.35162,-0.195687
4.73333,14.4186,-0.0483331,4.40883,-0.152022
4.76667,14.5267,-0.0390782,4.28608,-0.106794
4.8,14.6391,-0.0301805,4.19004,-0.0674539
4.83333,14.7594,-0.0212283,4.12877,-0.0320836
4.86667,15.0134,-0.0125207,4.49624,-0.00120885
4.9,15.2614,-0.00523959,4.80632,0.0219115
4.93333,15.5021,0.000600937,5.0603,0.0380488
4.96667,15.7236,0.00642281,5.22718,0.0524286
5,15.8854,0.0121367,5.18785,0.0649535
5.03333,16.0424,0.0166537,5.13772,0.0723806
5.06667,16.197,0.0212573,5.08487,0.0792995
5.1,16.341,0.0215683,5.00437,0.0719341
5.13333,16.4773,0.0215959,4.90808,0.0644493
5.16667,16.5596,0.0226151,4.65137,0.0608835
5.2,16.6516,0.0236734,4.45217,0.0578166
5.23333,16.7448,0.0253797,4.27796,0.0571191
5.26667,16.8425,0.0267376,4.13624,0.0553947
5.3,16.9444,0.0277063,4.02248,0.0526226
5.33333,17.1841,0.0264448,4.35626,0.0430997
5.36667,17.4104,0.024701,4.61208,0.0330565
5.4,17.6294,0.026774,4.81824,0.0361229
5.43333,17.8289,0.02863,4.94117,0.0381815
5.46667,18.0148,0.0267064,5.0079,0.0280881
5.5,18.1434,0.0247596,4.88712,0.0189837
5.53333,18.2592,0.0253774,4.73814,0.0189363
5.56667,18.3701,0.0257225,4.58971,0.0180328
5.6,18.4704,0.0267941,4.42319,0.0195186
5.63333,18.5644,0.0272738,4.25455,0.0189787
5.66667,18.6584,0.0281234,4.10369,0.019664
5.7,18.74,0.0285126,3.92929,0.0188231
5.73333,18.7789,0.0294288,3.6384,0.0197352
5.76667,18.8138,0.0293867,3.36573,0.0175248
5.8,18.8597,0.0305533,3.15624,0.019364
5.83333,18.904,0.0304459,2.96404,0.0169867
5.86667,18.9611,0.0263975,2.83224,0.0024139
5.9,19.0141,0.0231536,2.70173,-0.00808385
5.93333,19.079,0.0196087,2.62227,-0.0184273
5.96667,19.1407,0.0168182,2.54089,-0.0252997
6,19.2152,0.0153579,2.50886,-0.0272481
6.03333,19.2854,0.0146526,2.46625,-0.0266072
6.06667,19.3635,0.0141623,2.45352,-0.0253546
6.1,19.4435,0.0148687,2.44776,-0.0204552
6.13333,19.5217,0.0147794,2.43689,-0.018584
6.16667,19.6023,0.0146572,2.43505,-0.0170137
6.2,19.6788,0.0159666,2.42022,-0.0110876
6.23333,19.7562,0.0173401,2.4101,-0.00558311
6.26667,19.8337,0.0179761,2.40096,-0.00298713
6.3,19.9074,0.0189017,2.38106,0.000250391
6.33333,20.1163,0.0188801,2.79021,0.000155629
6.36667,20.3105,0.0191005,3.1096,0.000835217
6.4,20.4833,0.0195351,3.32791,0.00211979
6.43333,20.6409,0.0199658,3.47525,0.00325679
6.46667,20.7853,0.0215343,3.5654,0.00786696
6.5,20.9116,0.022797,3.58903,0.0110265
6.53333,21.0228,0.024495,3.5623,0.0152278
6.56667,21.1226,0.0222741,3.50246,0.00661162
6.6,21.2091,0.0201118,3.40715,-0.000912597
6.63333,21.2812,0.0178428,3.2762,-0.00798194
6.66667,21.3416,0.0160343,3.12209,-0.0128528
6.7,21.359,0.0163398,2.84834,-0.010535
6.73333,21.3724,0.0171307,2.59095,-0.00692851
6.76667,21.3798,0.0180664,2.34137,-0.00324444
6.8,21.3845,0.0154262,2.10978,-0.0112402
6.83333,21.3867,0.0131177,1.89468,-0.0173471
6.86667,21.3897,0.0107116,1.70486,-0.0231192
6.9,21.3962,0.00900066,1.54565,-0.0260887
6.93333,21.4,0.00816276,1.39516,-0.0259885
6.96667,21.4033,0.00605988,1.25866,-0.0298936
7,21.4048,0.00441814,1.131,-0.0319313
7.03333,21.4036,0.00324992,1.00814,-0.0322593
7.06667,21.4017,0.00262113,0.895861,-0.0308492
7.1,21.4014,0.00378813,0.800762,-0.0239166
7.13333,21.4025,0.00472293,0.719932,-0.0184471
7.16667,21.4041,0.00585121,0.648981,-0.0129423
7.2,21.4041,0.00710017,0.580899,-0.00763588
7.23333,21.4046,0.00607361,0.521289,-0.0100739
7.26667,21.4044,0.00670392,0.465693,-0.00702303
7.3,21.4054,0.00597738,0.419896,-0.00857809
7.33333,21.4065,0.00522144,0.379109,-0.0100623
7.36667,21.406,0.00475434,0.337805,-0.0104782
7.4,21.4041,0.00449869,0.296233,-0.0101825
7.43333,21.4025,0.00502396,0.260029,-0.00745192
7.46667,21.3987,0.00566139,0.220517,-0.00465459
7.5,21.3893,0.00655597,0.167624,-0.00133963
7.53333,21.3774,0.00643041,0.112399,-0.00159511
7.56667,21.3619,0.00627439,0.0515248,-0.00191992
7.6,21.3448,0.00601678,-0.00781449,-0.00253132
7.63333,21.3267,0.00659926,-0.0641126,-0.000425439
7.66667,21.3072,0.00583977,-0.118918,-0.00277907
7.7,21.286,0.00503998,-0.173346,-0.00501217
7.73333,21.2652,0.00525099,-0.220791,-0.00381822
7.76667,21.2456,0.00605667,-0.259429,-0.00087208
7.8,21.2249,0.0065504,-0.297563,0.000778866
7.83333,21.1993,0.00730676,-0.346994,0.00308539
7.86667,21.1706,0.00831287,-0.401234,0.00593781
7.9,21.1382,0.00839413,-0.461291,0.0055694
7.93333,21.1064,0.00828591,-0.513067,0.00464139
7.96667,21.0769,0.00816493,-0.552265,0.00377078
8,21.0422,0.00782035,-0.603829,0.00228571
8.03333,21.0062,0.00763906,-0.653907,0.00147261
8.06667,20.9707,0.00784747,-0.697252,0.00197573
8.1,20.9358,0.00720473,-0.734079,-0.000261939
8.13333,20.9037,0.0070523,-0.757943,-0.000715728
8.16667,20.8711,0.0115171,-0.78123,0.0134589
8.2,20.8384,0.0157353,-0.802164,0.0253627
8.23333,20.8042,0.0178334,-0.825904,0.0293188
8.26667,20.7723,0.0211749,-0.839456,0.0367847
8.3,20.7395,0.0223928,-0.854658,0.0367584
8.33333,20.7064,0.0226056,-0.869437,0.0335613
8.36667,20.5208,0.0223402,-1.36381,0.0291903
8.4,20.3502,0.0229257,-1.75908,0.0279666
8.43333,20.1945,0.0220638,-2.06554,0.0223011
8.46667,20.0385,0.0202316,-2.34093,0.0141677
8.5,19.8933,0.0187494,-2.55312,0.00799554
8.53333,19.7608,0.0165759,-2.70276,0.000290465
8.56667,19.6311,0.0150351,-2.82762,-0.00460604
8.6,19.5116,0.0139077,-2.90732,-0.00768131
8.63333,19.3914,0.0122345,-2.98085,-0.0121565
8.66667,19.2776,0.011491,-3.02671,-0.0132249
8.7,19.1688,0.0100367,-3.05163,-0.0164253
8.73333,19.063,0.00894534,-3.06448,-0.0181426
8.76667,18.9575,0.00783379,-3.07488,-0.0197431
8.8,18.8539,0.00743696,-3.07852,-0.0189179
8.83333,18.7519,0.00702381,-3.07667,-0.0182313
8.86667,18.6521,0.00648885,-3.068,-0.0180016
8.9,18.5511,0.00561389,-3.06379,-0.0188697
8.93333,18.4519,0.00658198,-3.05449,-0.0138263
8.96667,18.3516,0.00698278,-3.04995,-0.0111052
9,18.2605,0.00686928,-3.01646,-0.0102946
9.03333,18.1771,0.0070398,-2.96245,-0.00867252
9.06667,18.1,0.00749589,-2.89406,-0.00631934
9.1,18.027,0.00820668,-2.81986,-0.00340954
9.13333,17.9576,0.00932394,-2.74209,0.000477538
9.16667,17.8935,0.0094059,-2.65607,0.000686115
9.2,17.8325,0.00925353,-2.56889,0.000132699
9.23333,17.7711,0.0120777,-2.49235,0.00903722
9.26667,17.7139,0.012407,-2.41091,0.00912564
9.3,17.6567,0.0145287,-2.33755,0.0148653
9.33333,17.6007,0.0151941,-2.26832,0.0154017
9.36667,17.3916,0.0164575,-2.68985,0.0177703
9.4,17.1941,0.0158148,-3.03057,0.01387
9.43333,17.0009,0.0150742,-3.32158,0.0100712
9.46667,16.8088,0.0140708,-3.5786,0.0058427
9.5,16.6181,0.013389,-3.80412,0.00307463
9.53333,16.4338,0.012346,-3.98558,-0.000542747
9.56667,16.2616,0.012203,-4.10994,-0.000937362
9.6,16.1038,0.0120664,-4.17561,-0.0012698
9.63333,15.9588,0.0121189,-4.19398,-0.000970365
9.66667,15.8227,0.0122512,-4.18226,-0.000450569
9.7,15.7014,0.0109605,-4.12508,-0.00447918
9.73333,15.5936,0.0122696,-4.03124,0.000126529
9.76667,15.4921,0.0142067,-3.92747,0.00623016
9.8,15.3993,0.0166423,-3.80695,0.0132659
9.83333,15.3099,0.0173796,-3.68861,0.0141976
9.86667,15.0728,0.0187515,-4.04923,0.0170356
9.9,14.8351,0.0209632,-4.37352,0.0222266
9.93333,14.6164,0.0224634,-4.60389,0.0246245
9.96667,14.4162,0.0230762,-4.75146,0.0239676
