timestamp, pose_x, pose_y, velocity_x, velocity_y, angle
0,-9.83333,4,5,0,0
0.033333,-9.66667,4,5,0,0
0.066666,-9.5,4,5,0,0
0.1,-9.33333,4,5,0,0
0.133333,-9.16667,4,5,0,0
0.166666,-9,4,5,0,0
0.2,-8.83333,4,5,0,0
0.233333,-8.66667,4,5,0,0
0.266666,-8.5,4,5,0,0
0.3,-8.33333,4,5,0,0
0.333333,-8.16667,4,5,0,0
0.366666,-8,4,5,0,0
0.4,-7.83333,4,5,0,0
0.433333,-7.66667,4,5,0,0
0.466666,-7.5,4,5,0,0
0.5,-7.33333,4,5.01667,0,0
0.533333,-7.16611,4,5.03333,0,0
0.566666,-6.99833,4,5.05,0,0
0.6,-6.83,4,5.06667,0,0
0.633333,-6.66111,4,5.08333,0,0
0.666666,-6.49167,4,5.1,0,0
0.7,-6.32167,4,5.11667,0,0
0.733333,-6.15111,4,5.13334,0,0
0.766666,-5.98,4,5.15,0,0
0.8,-5.80833,4,5.16667,0,0
0.833333,-5.63611,4,5.18334,0,0
0.866666,-5.46333,4,5.2,0,0
0.9,-5.29,4,5.21667,0,0
0.933333,-5.11611,4,5.23334,0,0
0.966666,-4.94167,4,5.25,0,0
1,-4.76667,4,5.26667,0,0
1.03333,-4.59111,4,5.28334,0,0
1.06667,-4.415,4,5.3,0,0
1.1,-4.23833,4,5.31667,0,0
1.13333,-4.06111,4,5.33334,0,0
1.16667,-3.88333,4,5.35,0,0
1.2,-3.705,4,5.36667,0,0
1.23333,-3.52611,4,5.38334,0,0
1.26667,-3.34666,4,5.40001,0,0
1.3,-3.16666,4,5.41667,0,0
1.33333,-2.98611,4,5.43334,0,0
1.36667,-2.805,4,5.45001,0,0
1.4,-2.62333,4,5.46667,0,0
1.43333,-2.44111,4,5.48334,0,0
1.46667,-2.25833,4,5.50001,0,0
1.5,-2.075,4,5.51667,0,0
1.53333,-1.89111,4,5.53334,0,0
1.56667,-1.70666,4,5.55001,0,0
1.6,-1.52166,4,5.56667,0,0
1.63333,-1.33611,4,5.58334,0,0
1.66667,-1.14999,4,5.60001,0,0
1.7,-0.963328,4,5.61667,0,0
1.73333,-0.776105,4,5.63334,0,0
1.76667,-0.588327,4,5.65001,0,0
1.8,-0.399994,4,5.66668,0,0
1.83333,-0.211105,4,5.68334,0,0
1.86667,-0.0216598,4,5.70001,0,0
1.9,0.168341,4,5.71668,0,0
1.93333,0.358896,4,5.73334,0,0
1.96667,0.550008,4,5.75001,0,0
2,0.741675,4,5.76668,0,0
2.03333,0.933897,4,5.78334,0,0
2.06667,1.12668,4,5.80001,0,0
2.1,1.32001,4,5.81668,0,0
2.13333,1.5139,4,5.83334,0,0
2.16667,1.70834,4,5.85001,0,0
2.2,1.90334,4,5.8489,-0.114068,-0.0195
2.23333,2.09831,3.9962,5.84556,-0.228093,-0.0390001
2.26667,2.29316,3.98859,5.84,-0.342031,-0.0585001
2.3,2.48783,3.97719,5.83222,-0.455839,-0.0780002
2.33333,2.68223,3.962,5.82223,-0.569474,-0.0975002
2.36667,2.87631,3.94302,5.81002,-0.682892,-0.117
2.4,3.06998,3.92025,5.7956,-0.796051,-0.1365
2.43333,3.26316,3.89372,5.77897,-0.908907,-0.156
2.46667,3.45579,3.86342,5.76015,-1.02142,-0.1755
2.5,3.6478,3.82937,5.73914,-1.13354,-0.195
2.53333,3.8391,3.79159,5.71595,-1.24523,-0.2145
2.56667,4.02964,3.75008,5.69058,-1.35645,-0.234001
2.6,4.21932,3.70487,5.66305,-1.46715,-0.253501
2.63333,4.40809,3.65596,5.63336,-1.57729,-0.273001
2.66667,4.59587,3.60339,5.60154,-1.68684,-0.292501
2.7,4.78259,3.54716,5.56758,-1.79574,-0.312001
2.73333,4.96817,3.4873,5.53151,-1.90396,-0.331501
2.76667,5.15256,3.42383,5.49333,-2.01145,-0.351001
2.8,5.33567,3.35679,5.45307,-2.11819,-0.370501
2.83333,5.51744,3.28618,5.41073,-2.22411,-0.390001
2.86667,5.69779,3.21204,5.36633,-2.32919,-0.409501
2.9,5.87667,3.1344,5.31989,-2.43339,-0.429001
2.93333,6.054,3.05329,5.27143,-2.53665,-0.448501
2.96667,6.22972,2.96874,5.22097,-2.63896,-0.468001
3,6.40375,2.88077,5.16852,-2.74026,-0.487501
3.03333,6.57603,2.78943,5.11411,-2.84052,-0.507001
3.06667,6.7465,2.69474,5.05775,-2.9397,-0.526501
3.1,6.91509,2.59675,4.99947,-3.03776,-0.546001
3.13333,7.08174,2.4955,4.93928,-3.13466,-0.565501
3.16667,7.24638,2.39101,4.87722,-3.23038,-0.585001
3.2,7.40896,2.28333,4.81331,-3.32486,-0.604501
3.23333,7.5694,2.1725,4.74756,-3.41809,-0.624001
3.26667,7.72765,2.05856,4.68001,-3.51001,-0.643501
3.3,7.88365,1.94156,4.74756,-3.41809,-0.624001
3.33333,8.04191,1.82763,4.81331,-3.32486,-0.604501
3.36667,8.20235,1.7168,4.87722,-3.23038,-0.585001
3.4,8.36492,1.60912,4.93928,-3.13466,-0.565501
3.43333,8.52957,1.50463,4.99947,-3.03776,-0.546001
3.46667,8.69622,1.40337,5.05775,-2.9397,-0.526501
3.5,8.86481,1.30538,5.11411,-2.84052,-0.507001
3.53333,9.03528,1.2107,5.16852,-2.74026,-0.487501
3.56667,9.20756,1.11935,5.22097,-2.63896,-0.468001
3.6,9.38159,1.03139,5.27143,-2.53665,-0.448501
3.63333,9.55731,0.946834,5.31989,-2.43339,-0.429001
3.66667,9.73464,0.865721,5.36633,-2.32919,-0.409501
3.7,9.91352,0.788081,5.41073,-2.22411,-0.390001
3.73333,10.0939,0.713944,5.45307,-2.11819,-0.370501
3.76667,10.2756,0.643338,5.49333,-2.01145,-0.351001
3.8,10.4588,0.576289,5.53151,-1.90396,-0.331501
3.83333,10.6431,0.512824,5.56758,-1.79574,-0.312001
3.86667,10.8287,0.452966,5.60154,-1.68684,-0.292501
3.9,11.0154,0.396738,5.63336,-1.57729,-0.273001
3.93333,11.2032,0.344162,5.66305,-1.46715,-0.253501
3.96667,11.392,0.295257,5.69058,-1.35645,-0.234001
4,11.5817,0.250042,5.71595,-1.24523,-0.2145
4.03333,11.7722,0.208534,5.73914,-1.13354,-0.195
4.06667,11.9635,0.17075,5.76015,-1.02142,-0.1755
4.1,12.1555,0.136702,5.77897,-0.908907,-0.156
4.13333,12.3481,0.106406,5.7956,-0.796051,-0.1365
4.16667,12.5413,0.0798706,5.81002,-0.682892,-0.117
4.2,12.735,0.0571075,5.82223,-0.569474,-0.0975002
4.23333,12.9291,0.038125,5.83222,-0.455839,-0.0780002
4.26667,13.1235,0.0229304,5.84,-0.342031,-0.0585001
4.3,13.3182,0.0115294,5.84556,-0.228093,-0.0390001
4.33333,13.513,0.00392627,5.8489,-0.114068,-0.0195
4.36667,13.708,0.000123993,5.85001,4.3586e-08,7.45058e-09
4.4,13.903,0.000123994,5.78334,4.30893e-08,7.45058e-09
4.43333,14.0957,0.000123996,5.71668,4.25926e-08,7.45058e-09
4.46667,14.2863,0.000123997,5.65001,4.20959e-08,7.45058e-09
4.5,14.4746,0.000123998,5.58334,4.15992e-08,7.45058e-09
4.53333,14.6607,0.000124,5.51668,4.11025e-08,7.45058e-09
4.56667,14.8446,0.000124001,5.45001,4.06058e-08,7.45058e-09
4.6,15.0263,0.000124003,5.38335,4.0109e-08,7.45058e-09
4.63333,15.2057,0.000124004,5.31668,3.96123e-08,7.45058e-09
4.66667,15.383,0.000124005,5.25001,3.91156e-08,7.45058e-09
4.7,15.558,0.000124007,5.18335,3.86189e-08,7.45058e-09
4.73333,15.7307,0.000124008,5.11668,3.81222e-08,7.45058e-09
4.76667,15.9013,0.000124009,5.05001,3.76255e-08,7.45058e-09
4.8,16.0696,0.00012401,4.98335,3.71288e-08,7.45058e-09
4.83333,16.2357,0.000124012,4.91668,3.66321e-08,7.45058e-09
4.86667,16.3996,0.000124013,4.85001,3.61354e-08,7.45058e-09
4.9,16.5613,0.000124014,4.78335,3.56387e-08,7.45058e-09
4.93333,16.7208,0.000124015,4.71668,3.5142e-08,7.45058e-09
