timestamp, pose_x, pose_y
3.16667,6.00957,-3.98061
3.2,5.81029,-3.98036
3.23333,5.61215,-3.98712
3.26667,5.40978,-3.98408
3.3,5.21222,-3.9846
3.33333,5.00843,-3.98561
3.36667,4.81141,-3.98778
3.4,4.60441,-3.98299
3.43333,4.40887,-3.9873
3.46667,4.21169,-3.98571
3.5,4.00882,-3.98821
3.53333,3.81545,-3.98816
3.56667,3.6163,-3.99078
3.6,3.41657,-3.98645
3.63333,3.21828,-3.9894
3.66667,3.01521,-3.9838
3.7,2.81269,-3.9886
3.73333,2.61631,-3.98397
3.76667,2.40586,-3.98617
3.8,2.20694,-3.98378
3.83333,2.03493,-3.98628
3.86667,1.83019,-3.98699
3.9,1.62731,-3.98693
3.93333,1.41414,-3.98449
3.96667,1.22039,-3.98625
4,1.01799,-3.99264
4.03333,0.822822,-3.98474
4.06667,0.614572,-3.98498
4.1,0.422302,-3.98837
4.13333,0.232904,-3.98731
4.16667,0.0447018,-3.98468
4.2,-0.14248,-3.99192
4.23333,-0.325986,-3.98557
4.26667,-0.499719,-3.98469
4.3,-0.671123,-3.98735
4.33333,-0.847365,-3.98624
4.36667,-1.0146,-3.9855
4.4,-1.17096,-3.98557
4.43333,-1.33825,-3.98721
4.46667,-1.48261,-3.98524
4.5,-1.64672,-3.9861
4.53333,-1.78705,-3.99273
4.56667,-1.94594,-3.98372
4.6,-2.07211,-3.98832
4.63333,-2.21611,-3.9893
4.66667,-2.35866,-3.99225
4.7,-2.48126,-3.9882
4.73333,-2.61933,-3.98605
4.76667,-2.74981,-3.98661
4.8,-2.86891,-3.98428
4.83333,-2.98806,-3.98277
4.86667,-3.10414,-3.98413
4.9,-3.226,-3.98256
4.93333,-3.33136,-3.98658
4.96667,-3.43969,-3.98579
5,-3.5434,-3.98558
5.03333,-3.64202,-3.98486
5.06667,-3.7376,-3.9872
5.1,-3.8265,-3.98455
5.13333,-3.91567,-3.98666
5.16667,-4.00478,-3.99066
5.2,-4.08477,-3.98774
5.23333,-4.16651,-3.98177
5.26667,-4.23945,-3.98403
5.3,-4.31652,-3.98264
5.33333,-4.38569,-3.98684
5.36667,-4.45777,-3.98197
5.4,-4.51987,-3.98187
5.43333,-4.57127,-3.98827
5.46667,-4.63626,-3.98514
5.5,-4.68584,-3.98756
5.53333,-4.73761,-3.98261
5.56667,-4.78238,-3.98073
5.6,-4.82727,-3.98143
5.63333,-4.87318,-3.9814
5.66667,-4.90481,-3.98584
5.7,-4.9404,-3.98646
5.73333,-4.97067,-3.9837
5.76667,-4.9926,-3.98584
5.8,-5.01802,-3.98291
5.83333,-5.0368,-3.98534
5.86667,-5.0568,-3.98522
5.9,-5.06476,-3.98359
5.93333,-5.07952,-3.9874
5.96667,-5.08004,-3.98611
6,-5.08996,-3.9858
6.03333,-5.0827,-3.98273
6.06667,-5.08487,-3.97918
6.1,-5.08407,-3.9831
6.13333,-5.07001,-3.97979
6.16667,-5.05662,-3.98567
6.2,-5.03385,-3.98763
6.23333,-5.02159,-3.98331
6.26667,-4.99725,-3.98891
6.3,-4.97296,-3.98825
6.33333,-4.93727,-3.98025
6.36667,-4.90209,-3.98547
6.4,-4.86608,-3.98619
6.43333,-4.82821,-3.98685
6.46667,-4.77993,-3.98768
6.5,-4.74159,-3.98576
6.53333,-4.68338,-3.98678
6.56667,-4.63601,-3.98602
6.6,-4.56942,-3.98878
6.63333,-4.5243,-3.98345
6.66667,-4.45567,-3.98211
6.7,-4.38887,-3.98858
6.73333,-4.32151,-3.9827
6.76667,-4.24486,-3.98299
6.8,-4.16726,-3.98612
6.83333,-4.08839,-3.98493
6.86667,-4.0048,-3.98409
6.9,-3.9272,-3.98805
6.93333,-3.83244,-3.98532
6.96667,-3.73493,-3.99033
7,-3.64558,-3.98491
7.03333,-3.53496,-3.9886
7.06667,-3.44446,-3.98499
7.1,-3.33165,-3.98454
7.13333,-3.22021,-3.98411
7.16667,-3.10247,-3.98594
7.2,-2.98187,-3.98023
7.23333,-2.87003,-3.98336
7.26667,-2.75431,-3.98117
7.3,-2.62467,-3.98678
7.33333,-2.48448,-3.99027
7.36667,-2.35172,-3.98818
7.4,-2.21912,-3.98547
7.43333,-2.07499,-3.99189
7.46667,-1.94937,-3.99125
7.5,-1.7867,-3.98745
7.53333,-1.64675,-3.99152
7.56667,-1.4833,-3.98882
7.6,-1.34385,-3.98645
7.63333,-1.16707,-3.98873
7.66667,-1.00446,-3.98983
7.7,-0.840172,-3.98661
7.73333,-0.672792,-3.9839
7.76667,-0.49624,-3.98497
7.8,-0.333413,-3.98374
7.83333,-0.138563,-3.98854
7.86667,0.0431501,-3.98677
7.9,0.233872,-3.97969
7.93333,0.430328,-3.98455
7.96667,0.620117,-3.98272
8,0.819121,-3.98626
8.03333,1.02066,-3.98646
8.06667,1.22549,-3.98575
8.1,1.42044,-3.9865
8.13333,1.62658,-3.98445
8.16667,1.82664,-3.98552
8.2,2.01605,-3.98387
8.23333,2.20539,-3.98619
8.26667,2.41304,-3.98589
8.3,2.61265,-3.98408
8.33333,2.81543,-3.98458
8.36667,3.01421,-3.98409
8.4,3.21676,-3.98594
8.43333,3.41663,-3.98927
8.46667,3.61603,-3.98926
8.5,3.8128,-3.98628
8.53333,4.00881,-3.98945
8.56667,4.21079,-3.98723
8.6,4.41616,-3.98566
8.63333,4.6107,-3.98727
8.66667,4.80794,-3.98153
8.7,5.01017,-3.98385
8.73333,5.20923,-3.9837
8.76667,5.41172,-3.98285
8.8,5.60999,-3.9862
8.83333,5.8115,-3.98428
8.86667,6.00948,-3.98703
8.9,6.20892,-3.98086
8.93333,6.41198,-3.98891
8.96667,6.61201,-3.98954
9,6.80772,-3.97895
9.03333,7.00304,-3.98374
9.06667,7.21223,-3.98101
9.1,7.40526,-3.9843
9.13333,7.60759,-3.9823
9.16667,7.80768,-3.986
9.2,8.01016,-3.9856
9.23333,8.2094,-3.98593
9.26667,8.40853,-3.98205
9.3,8.60618,-3.98479
9.33333,8.80605,-3.98077
9.36667,9.00447,-3.98714
9.4,9.20514,-3.9859
9.43333,9.40656,-3.9877
9.46667,9.60541,-3.98677
9.5,9.80513,-3.97978
9.53333,10.0045,-3.97652
9.56667,10.206,-3.98385
9.6,10.4059,-3.9841
9.63333,10.6066,-3.98424
9.66667,10.8116,-3.97171
9.7,10.9973,-3.97825
9.73333,11.2016,-3.98538
9.76667,11.4011,-3.98094
9.8,11.5988,-3.98054
9.83333,11.8012,-3.98337
9.86667,12.0033,-3.98781
9.9,12.1984,-3.98658
9.93333,12.4003,-3.98465
9.96667,12.6035,-3.97934
