timestamp, pose_x, pose_y, velocity_x, velocity_y
2.83333,-3.73469,2.92289,5.2113,2.33288
2.86667,-3.5412,3.01159,5.27379,2.3674
2.9,-3.31185,3.08932,5.44291,2.36368
2.93333,-3.09339,3.16822,5.55983,2.36403
2.96667,-2.87561,3.25169,5.66233,2.37876
3,-2.66042,3.33826,5.74583,2.40176
3.03333,-2.44479,3.42583,5.82194,2.42548
3.06667,-2.22564,3.51305,5.90117,2.4456
3.1,-2.00393,3.60037,5.9801,2.46391
3.13333,-1.77892,3.68831,6.0612,2.48226
3.16667,-1.54865,3.7747,6.15037,2.49377
3.2,-1.30833,3.86042,6.26184,2.50194
3.23333,-1.06754,3.94289,6.36308,2.49903
3.26667,-0.825702,4.01982,6.457,2.4789
3.3,-0.581514,4.08863,6.54842,2.43526
3.33333,-0.33294,4.14557,6.64409,2.35875
3.36667,-0.0771273,4.18886,6.75255,2.24715
3.4,0.182768,4.21725,6.86246,2.10026
3.43333,0.43985,4.2304,6.95194,1.92072
3.46667,0.701305,4.23676,7.04581,1.73861
3.5,0.977957,4.24041,7.17777,1.56714
3.53333,1.2521,4.2374,7.28795,1.39266
3.56667,1.52634,4.22425,7.38682,1.20455
3.6,1.79708,4.20462,7.46422,1.01574
3.63333,2.06447,4.17876,7.52289,0.827174
3.66667,2.33449,4.15849,7.58372,0.676102
3.7,2.60291,4.13094,7.63304,0.51793
3.73333,2.87322,4.10578,7.6832,0.383956
3.76667,3.14842,4.0827,7.74351,0.270664
3.8,3.42095,4.05804,7.789,0.164289
3.83333,3.69587,4.03956,7.83727,0.088618
3.86667,3.97384,4.02087,7.89013,0.0202936
3.9,4.25414,4.00012,7.94473,-0.0473813
3.93333,4.53547,3.98245,7.99686,-0.0981981
3.96667,4.8203,3.96023,8.05454,-0.158026
4,5.10576,3.93993,8.10813,-0.205507
4.03333,5.39351,3.91775,8.16335,-0.253894
4.06667,5.68142,3.89589,8.21325,-0.296221
4.1,5.97284,3.88184,8.26894,-0.309404
4.13333,6.2651,3.86613,8.32147,-0.326442
4.16667,6.55877,3.85675,8.37291,-0.321682
4.2,6.89663,3.86782,8.55845,-0.252868
4.23333,7.22876,3.87469,8.70642,-0.204558
4.26667,7.55641,3.87874,8.82465,-0.170247
4.3,7.87992,3.8793,8.91731,-0.150568
4.33333,8.20678,3.88431,9.01086,-0.118881
4.36667,8.53412,3.88436,9.09607,-0.106226
4.4,8.86345,3.88601,9.17854,-0.0898167
4.43333,9.18983,3.88626,9.24307,-0.0795875
4.46667,9.51946,3.88864,9.31107,-0.063673
4.5,9.85029,3.88814,9.37565,-0.0585672
4.53333,10.1806,3.88905,9.43197,-0.0495182
4.56667,10.5113,3.88886,9.48326,-0.0449219
4.6,10.8475,3.88776,9.54691,-0.0436411
4.63333,11.1807,3.88251,9.59408,-0.0556302
4.66667,11.522,3.87893,9.66202,-0.0610743
4.7,11.8576,3.87713,9.7046,-0.060335
4.73333,12.1956,3.86985,9.75048,-0.0769784
4.76667,12.5476,3.87616,9.83573,-0.0489473
4.8,12.8917,3.87807,9.88698,-0.0377796
4.83333,13.2304,3.8785,9.91593,-0.0324494
4.86667,13.5717,3.87624,9.94972,-0.0361601
4.9,13.9082,3.87304,9.96499,-0.042463
4.93333,14.2469,3.8651,9.9857,-0.0630581
4.96667,14.5909,3.86953,10.021,-0.0424276
5,14.9279,3.86874,10.0302,-0.0404506
5.03333,15.2595,3.86828,10.0218,-0.0376648
5.06667,15.5961,3.86852,10.0298,-0.0329274
5.1,15.9241,3.86458,10.0098,-0.0419134
5.13333,16.2546,3.8552,9.99988,-0.0671191
5.16667,16.5923,3.85891,10.0135,-0.0483458
5.2,16.9234,3.8605,10.005,-0.0382153
5.23333,17.2506,3.85883,9.98517,-0.0394681
5.26667,17.5843,3.85979,9.98797,-0.0323047
5.3,17.917,3.86143,9.98698,-0.0237218
5.33333,18.242,3.85987,9.96214,-0.0261397
5.36667,18.5742,3.85978,9.96265,-0.0236839
5.4,18.9053,3.85721,9.95959,-0.0292895
5.43333,19.2373,3.85026,9.95968,-0.0481663
5.46667,19.5621,3.84213,9.93689,-0.0687725
5.5,19.8927,3.83406,9.93495,-0.0870094
5.53333,20.2121,3.8274,9.89779,-0.0988783
5.56667,20.5399,3.8234,9.89089,-0.101116
5.6,20.8664,3.8176,9.8808,-0.108774
5.63333,21.1936,3.80964,9.87399,-0.122469
5.66667,21.5267,3.81015,9.88651,-0.10796
5.7,21.8459,3.80855,9.85394,-0.101642
5.73333,22.1676,3.80441,9.83263,-0.104022
5.76667,22.4816,3.80583,9.78912,-0.0885909
5.8,22.8061,3.80506,9.78348,-0.0817123
5.83333,23.1262,3.80294,9.76453,-0.0797791
5.86667,23.4419,3.79986,9.73356,-0.0811038
5.9,23.756,3.79746,9.70092,-0.0801474
5.93333,24.067,3.79503,9.66181,-0.0793855
5.96667,24.3755,3.7914,9.61886,-0.0825154
6,24.6821,3.78723,9.57461,-0.0869821
6.03333,24.9849,3.78716,9.52304,-0.0780449
6.06667,25.2824,3.78666,9.46018,-0.0714303
6.1,25.578,3.78569,9.39771,-0.0669528
6.13333,25.8757,3.78721,9.34867,-0.0550988
6.16667,26.1578,3.78324,9.25531,-0.0618587
6.2,26.4481,3.78527,9.19795,-0.0489266
6.23333,26.7232,3.78192,9.09844,-0.0543699
6.26667,26.9989,3.77907,9.01121,-0.0576435
6.3,27.2788,3.77572,8.94657,-0.0621355
6.33333,27.5569,3.77213,8.88303,-0.0669415
6.36667,27.835,3.76708,8.8264,-0.0758447
6.4,28.108,3.76421,8.75911,-0.0769062
6.43333,28.3783,3.76077,8.69086,-0.0796757
6.46667,28.6449,3.75483,8.61778,-0.0900686
6.5,28.91,3.7496,8.54808,-0.0971053
6.53333,29.173,3.74319,8.47861,-0.107128
6.56667,29.44,3.74472,8.42939,-0.0910087
6.6,29.692,3.73638,8.33773,-0.107765
6.63333,29.9504,3.73208,8.2762,-0.109988
6.66667,30.2057,3.72937,8.21115,-0.106978
6.7,30.4583,3.72591,8.14443,-0.106657
6.73333,30.7117,3.72312,8.08744,-0.104239
6.76667,30.9625,3.71836,8.02826,-0.10828
6.8,31.2071,3.72042,7.95554,-0.0903906
6.83333,31.4508,3.72268,7.88749,-0.0737374
6.86667,31.6878,3.72318,7.80567,-0.0643977
6.9,31.9323,3.72649,7.75632,-0.0471539
6.93333,32.1601,3.72546,7.65901,-0.0454392
6.96667,32.3927,3.72832,7.58761,-0.0316384
7,32.6087,3.72563,7.47081,-0.0367961
7.03333,32.8463,3.72773,7.43487,-0.0262902
7.06667,33.0649,3.72383,7.34243,-0.0358506
7.1,33.2621,3.72476,7.19223,-0.0291255
7.13333,33.4941,3.71816,7.168,-0.0469019
7.16667,33.7263,3.71463,7.14651,-0.0531239
7.2,33.9509,3.7086,7.10355,-0.0665635
7.23333,34.1713,3.70281,7.05182,-0.0778514
7.26667,34.389,3.69865,6.99715,-0.0827887
7.3,34.6004,3.69433,6.92815,-0.0877221
7.33333,34.8108,3.69001,6.86324,-0.0921209
7.36667,35.0181,3.68517,6.79534,-0.0976997
7.4,35.222,3.68094,6.72389,-0.100785
7.43333,35.4269,3.67732,6.66343,-0.101615
7.46667,35.6284,3.67431,6.5983,-0.100417
7.5,35.8258,3.67052,6.52715,-0.101806
7.53333,36.0234,3.66788,6.46382,-0.0994506
7.56667,36.2201,3.66553,6.40471,-0.0964024
7.6,36.4153,3.66421,6.34688,-0.0903961
7.63333,36.5657,3.67159,6.15378,-0.0575851
7.66667,36.7609,3.67249,6.12258,-0.0486781
7.7,36.9448,3.67341,6.05881,-0.0406403
7.73333,37.1342,3.67697,6.01893,-0.0251495
7.76667,37.3308,3.68014,6.00619,-0.0124832
7.8,37.5205,3.68152,5.97327,-0.00680097
7.83333,37.6825,3.67849,5.856,-0.0156429
7.86667,37.8355,3.67793,5.72273,-0.0157836
7.9,38.0359,3.67016,5.75304,-0.038645
7.93333,38.2254,3.67377,5.74595,-0.0231771
7.96667,38.408,3.6728,5.71772,-0.0238145
8,38.5843,3.67342,5.67265,-0.0193304
8.03333,38.7989,3.67377,5.75307,-0.0161935
8.06667,39.0069,3.66964,5.80459,-0.0275461
8.1,39.2052,3.66655,5.81955,-0.0343874
8.13333,39.4186,3.6699,5.88113,-0.0201921
8.16667,39.6303,3.66794,5.93053,-0.0242789
8.2,39.8325,3.66517,5.94462,-0.0304511
8.23333,40.0368,3.65596,5.96402,-0.0563309
8.26667,40.1892,3.65934,5.81746,-0.0397371
8.3,40.4047,3.65813,5.88579,-0.0393601
8.33333,40.6105,3.65828,5.91621,-0.0347507
8.36667,40.7864,3.65848,5.84874,-0.0304544
8.4,40.9595,3.65554,5.77963,-0.0365356
8.43333,41.1805,3.64874,5.8692,-0.0541704
8.46667,41.3792,3.65106,5.87885,-0.0411347
8.5,41.5695,3.64965,5.861,-0.0412648
8.53333,41.7674,3.64575,5.86893,-0.0492371
8.56667,41.9847,3.64649,5.93754,-0.0417295
8.6,42.1914,3.64348,5.96526,-0.0468254
8.63333,42.3837,3.63669,5.94461,-0.0633477
8.66667,42.5447,3.63876,5.82724,-0.0501349
8.7,42.6985,3.63797,5.69954,-0.047351
8.73333,42.9161,3.62807,5.78683,-0.0736375
8.76667,43.1222,3.6289,5.8285,-0.0632662
8.8,43.318,3.62866,5.83309,-0.0573494
8.83333,43.5077,3.62511,5.81824,-0.0625267
8.86667,43.6599,3.62797,5.68632,-0.0469078
8.9,43.8119,3.62722,5.56795,-0.0443435
8.93333,44.032,3.61132,5.67688,-0.089888
8.96667,44.2444,3.5934,5.75012,-0.137016
9,44.4241,3.59896,5.7123,-0.105031
9.03333,44.5971,3.60245,5.65719,-0.0829594
9.06667,44.7441,3.60875,5.52586,-0.0543439
9.1,44.9707,3.60988,5.65987,-0.0450597
9.13333,45.1833,3.60564,5.73559,-0.0536909
9.16667,45.3728,3.61081,5.73017,-0.0317205
9.2,45.5593,3.60999,5.71602,-0.0309803
9.23333,45.735,3.60821,5.66897,-0.0333313
9.26667,45.97,3.60746,5.81431,-0.0322021
9.3,46.198,3.60423,5.92239,-0.0389907
9.33333,46.4155,3.5966,5.9857,-0.0589992
9.36667,46.5862,3.59478,5.8948,-0.0585391
9.4,46.7548,3.59363,5.80673,-0.0559862
9.43333,46.9876,3.58647,5.93053,-0.072698
9.46667,47.2098,3.57777,6.00809,-0.0925396
9.5,47.3997,3.58089,5.97529,-0.0729452
9.53333,47.5868,3.58259,5.93722,-0.0599079
9.56667,47.7692,3.5794,5.88814,-0.063649
9.6,47.9446,3.58119,5.82241,-0.051315
9.63333,48.0648,3.58799,5.589,-0.0244203
9.66667,48.1904,3.59039,5.3972,-0.0142861
9.7,48.3179,3.59555,5.23191,0.00352296
9.73333,48.4474,3.5965,5.08991,0.00612947
9.76667,48.5241,3.59523,4.79642,0.00148903
9.8,48.614,3.59516,4.57562,0.00112471
9.83333,48.716,3.59361,4.41583,-0.00390786
9.86667,48.8243,3.59255,4.29305,-0.00684692
9.9,48.884,3.58959,4.02986,-0.0154556
9.93333,48.9622,3.59145,3.85261,-0.0079548
9.96667,49.0586,3.59346,3.75143,-0.000783405
